X,Y
0.266217E+0010,0.668400E+0009
0.266173E+0010,0.670231E+0009
0.266129E+0010,0.672061E+0009
0.266085E+0010,0.673892E+0009
0.266040E+0010,0.675721E+0009
0.265996E+0010,0.677551E+0009
0.265951E+0010,0.679380E+0009
0.265906E+0010,0.681209E+0009
0.265862E+0010,0.683037E+0009
0.265817E+0010,0.684866E+0009
0.265771E+0010,0.686694E+0009
0.265726E+0010,0.688521E+0009
0.265681E+0010,0.690349E+0009
0.265635E+0010,0.692176E+0009
0.265590E+0010,0.694002E+0009
0.265544E+0010,0.695829E+0009
0.265498E+0010,0.697655E+0009
0.265452E+0010,0.699481E+0009
0.265406E+0010,0.701306E+0009
0.265360E+0010,0.703131E+0009
0.265314E+0010,0.704956E+0009
0.265267E+0010,0.706781E+0009
0.265221E+0010,0.708605E+0009
0.265174E+0010,0.710429E+0009
0.265127E+0010,0.712252E+0009
0.265081E+0010,0.714075E+0009
0.265033E+0010,0.715898E+0009
0.264986E+0010,0.717721E+0009
0.264939E+0010,0.719543E+0009
0.264892E+0010,0.721365E+0009
0.264844E+0010,0.723187E+0009
0.264797E+0010,0.725008E+0009
0.264749E+0010,0.726829E+0009
0.264701E+0010,0.728650E+0009
0.264653E+0010,0.730470E+0009
0.264605E+0010,0.732290E+0009
0.264557E+0010,0.734109E+0009
0.264508E+0010,0.735929E+0009
0.264460E+0010,0.737748E+0009
0.264411E+0010,0.739566E+0009
0.264363E+0010,0.741385E+0009
0.264314E+0010,0.743203E+0009
0.264265E+0010,0.745020E+0009
0.264216E+0010,0.746838E+0009
0.264167E+0010,0.748655E+0009
0.264117E+0010,0.750471E+0009
0.264068E+0010,0.752287E+0009
0.264018E+0010,0.754103E+0009
0.263969E+0010,0.755919E+0009
0.263919E+0010,0.757734E+0009
0.263869E+0010,0.759549E+0009
0.263819E+0010,0.761364E+0009
0.263769E+0010,0.763178E+0009
0.263719E+0010,0.764992E+0009
0.263668E+0010,0.766805E+0009
0.263618E+0010,0.768619E+0009
0.263567E+0010,0.770432E+0009
0.263517E+0010,0.772244E+0009
0.263466E+0010,0.774056E+0009
0.263415E+0010,0.775868E+0009
0.263364E+0010,0.777680E+0009
0.263313E+0010,0.779491E+0009
