X,Y
0.655735E+0009,0.353160E+0009
0.655503E+0009,0.353615E+0009
0.655271E+0009,0.354070E+0009
0.655038E+0009,0.354524E+0009
0.654805E+0009,0.354979E+0009
0.654572E+0009,0.355433E+0009
0.654338E+0009,0.355888E+0009
0.654105E+0009,0.356342E+0009
0.653871E+0009,0.356796E+0009
0.653636E+0009,0.357250E+0009
0.653402E+0009,0.357703E+0009
0.653167E+0009,0.358157E+0009
0.652931E+0009,0.358610E+0009
0.652696E+0009,0.359063E+0009
0.652460E+0009,0.359516E+0009
0.652224E+0009,0.359969E+0009
0.651987E+0009,0.360422E+0009
0.651751E+0009,0.360874E+0009
0.651514E+0009,0.361327E+0009
0.651276E+0009,0.361779E+0009
0.651039E+0009,0.362231E+0009
0.650801E+0009,0.362683E+0009
0.650562E+0009,0.363134E+0009
0.650324E+0009,0.363586E+0009
0.650085E+0009,0.364037E+0009
0.649846E+0009,0.364489E+0009
0.649607E+0009,0.364940E+0009
0.649367E+0009,0.365391E+0009
0.649127E+0009,0.365841E+0009
0.648887E+0009,0.366292E+0009
0.648646E+0009,0.366742E+0009
0.648406E+0009,0.367192E+0009
0.648164E+0009,0.367642E+0009
0.647923E+0009,0.368092E+0009
0.647681E+0009,0.368542E+0009
0.647439E+0009,0.368992E+0009
0.647197E+0009,0.369441E+0009
0.646954E+0009,0.369890E+0009
0.646712E+0009,0.370339E+0009
0.646468E+0009,0.370788E+0009
0.646225E+0009,0.371237E+0009
0.645981E+0009,0.371686E+0009
0.645737E+0009,0.372134E+0009
0.645493E+0009,0.372582E+0009
0.645248E+0009,0.373030E+0009
0.645003E+0009,0.373478E+0009
0.644758E+0009,0.373926E+0009
0.644513E+0009,0.374373E+0009
0.644267E+0009,0.374821E+0009
0.644021E+0009,0.375268E+0009
0.643775E+0009,0.375715E+0009
0.643528E+0009,0.376162E+0009
0.643281E+0009,0.376609E+0009
0.643034E+0009,0.377055E+0009
0.642786E+0009,0.377502E+0009
0.642538E+0009,0.377948E+0009
0.642290E+0009,0.378394E+0009
0.642042E+0009,0.378840E+0009
0.641793E+0009,0.379286E+0009
0.641544E+0009,0.379731E+0009
0.641295E+0009,0.380176E+0009
0.641046E+0009,0.380622E+0009
